pattern_id,predicate,sup,card_class,pr_quartile,question,answer
P1,author,19810,single,Q4,What book has L. T. C. Rolt written?,Narrow Boat (book)
P1,author,19810,single,Q4,What book has W. S. Lach-Szyrma written?,"Aleriel, or A Voyage to Other Worlds"
P1,author,19810,single,Q4,What book has Simms Taback written?,Joseph Had a Little Overcoat
P1,author,19810,single,Q4,What book has Henry Ames Blood written?,Selected Poems of Henry Ames Blood
P1,author,19810,single,Q4,What book has Richard Fariña written?,Been Down So Long It Looks Like Up to Me
P1,author,19810,single,Q4,What book has Philip Francis Nowlan written?,Buck Rogers: A Life in the Future
P1,author,19810,single,Q4,What book has Dorothy Black (novelist) written?,Letters of an Indian Judge to an English Gentlewoman
P1,author,19810,single,Q4,What book has Quentin Crisp written?,The Naked Civil Servant (book)
P1,author,19810,single,Q4,What book has Robb White written?,Deathwatch (novel)
P1,author,19810,single,Q4,What book has Gertrudis Gómez de Avellaneda written?,Sab (novel)
P1,author,19810,single,Q4,What book has Elizabeth Gould Davis written?,The First Sex
P1,author,19810,single,Q4,What book has James Weldon Johnson written?,The Autobiography of an Ex-Colored Man
P1,author,19810,single,Q4,What book has Bruno Schulz written?,Sanatorium Under the Sign of the Hourglass
P1,author,19810,single,Q4,What book has Jan de Hartog written?,The Peaceable Kingdom: An American Saga
P1,author,19810,single,Q4,What book has Carol Plum-Ucci written?,The Body of Christopher Creed
P1,author,19810,single,Q4,What book has Maxwell Gray written?,The Silence of Dean Maitland
P1,author,19810,single,Q4,What book has Robin Jenkins written?,The Cone Gatherers
P1,author,19810,single,Q4,What book has Sinclair Ross written?,As for Me and My House
P1,author,19810,single,Q4,What book has Franz Baermann Steiner written?,Taboo (book)
P1,author,19810,single,Q4,What book has Fran Saleški Finžgar written?,Pod svobodnim soncem
P1,author,19810,single,Q4,What book has Bo Carpelan written?,"I de mörka rummen, i de ljusa"
P1,author,19810,single,Q4,What book has Cordelia Fine written?,Delusions of Gender
P1,author,19810,single,Q4,What book has John Nichols (writer) written?,The Sterile Cuckoo (novel)
P1,author,19810,single,Q4,What book has Dương Thu Hương written?,Paradise of the Blind
P1,author,19810,single,Q4,What book has Vera Panova written?,Seryozha (novel)
P1,author,19810,single,Q4,What book has Howard W. Bergerson written?,Palindromes and Anagrams
P1,author,19810,single,Q4,What book has Herman Koch written?,The Dinner (book)
P1,author,19810,single,Q4,What book has Boris Pahor written?,Necropolis (Pahor novel)
P1,author,19810,single,Q4,What book has Harriet Ann Jacobs written?,Incidents in the Life of a Slave Girl
P1,author,19810,single,Q4,What book has Sallyann Amdur Sack written?,Where Once We Walked
P1,author,19810,single,Q4,What book has Julia Sauer written?,The Light at Tern Rock
P1,author,19810,single,Q4,What book has Claire de Duras written?,Ourika
P1,author,19810,single,Q4,What book has Hemchandra Barua written?,Hemkosh
P1,author,19810,single,Q4,What book has Arturo Islas written?,The Rain God
P1,author,19810,single,Q4,What book has Nguyễn Nhật Ánh written?,Cho tôi xin một vé đi tuổi thơ
P1,author,19810,single,Q4,What book has Jurij Hudolin written?,Pastorek (novel)
P1,author,19810,single,Q4,What book has Narayan (writer) written?,Kocharethi
P1,author,19810,single,Q4,What book has Edward Ball (American author) written?,Slaves in the Family
P1,author,19810,single,Q4,What book has Kathleen Winter written?,Annabel (Winter novel)
P1,author,19810,single,Q4,What book has Craig Davidson written?,Cataract City
P1,author,19810,single,Q4,What book has Arthur Miller written?,Focus (novel)
P1,author,19810,single,Q4,What book has Barbara Branden written?,The Passion of Ayn Rand
P1,author,19810,single,Q4,What book has Anita Ganeri written?,Horrible Geography
P1,author,19810,single,Q4,What book has Paul Yee written?,Ghost Train (book)
P1,author,19810,single,Q4,What book has Erin E. Stead written?,A Sick Day for Amos McGee
P1,author,19810,single,Q4,What book has Gerard Donovan written?,Schopenhauer's Telescope
P1,author,19810,single,Q4,What book has Lloyd Jones (New Zealand author) written?,Mister Pip
P1,author,19810,single,Q4,What book has Marti Leimbach written?,The Man from Saigon
P1,author,19810,single,Q4,What book has Germaine Greer written?,The Female Eunuch
P1,author,19810,single,Q4,What book has Algernon Blackwood written?,The Doll and One Other
P1,author,19810,single,Q4,What book has Raul Pompeia written?,O Ateneu
P1,author,19810,single,Q4,What book has Cho Se-hui written?,The Dwarf (Cho Se-hui novel)
P1,author,19810,single,Q4,What book has Jenni Fagan written?,The Panopticon (book)
P1,author,19810,single,Q4,What book has Giovanni Boccaccio written?,The Decameron
P1,author,19810,single,Q4,What book has Sui Sin Far written?,Mrs. Spring Fragrance
P1,author,19810,single,Q4,What book has Joel Rosenberg (science fiction author) written?,Murder in LaMut
P1,author,19810,single,Q4,What book has Patrick Süskind written?,Perfume (novel)
P1,author,19810,single,Q4,What book has Benito Pérez Galdós written?,Fortunata y Jacinta
P1,author,19810,single,Q4,What book has Josh Dies written?,The Spinal Cord Perception
P1,author,19810,single,Q4,What book has James Agee written?,A Death in the Family
P1,author,19810,single,Q4,What book has Sasha Alyson written?,"Young, Gay and Proud"
P1,author,19810,single,Q4,What book has Milton A. Rothman written?,The Laws of Physics
P1,author,19810,single,Q4,What book has Debby Applegate written?,The Most Famous Man in America
P1,author,19810,single,Q4,What book has Gabrielle Roy written?,The Tin Flute
P1,author,19810,single,Q4,What book has Stephen Chbosky written?,The Perks of Being a Wallflower
P1,author,19810,single,Q4,What book has Christina Hoff Sommers written?,Who Stole Feminism?
P1,author,19810,single,Q4,What book has Rachel Renee Russell written?,Dork Diaries
P1,author,19810,single,Q4,What book has Michael Grant (young adult author) written?,Eve & Adam
P1,author,19810,single,Q4,What book has Castro Alves written?,Espumas Flutuantes
P1,author,19810,single,Q4,What book has André Malraux written?,Man's Fate
P1,author,19810,single,Q4,What book has Bengt Ohlsson written?,Gregorius (novel)
P1,author,19810,single,Q4,What book has V. K. N. written?,Arohanam
P1,author,19810,single,Q4,What book has David Macaulay written?,Black and White (book)
P1,author,19810,single,Q4,What book has David Shannon written?,A Bad Case of Stripes
P1,author,19810,single,Q4,What book has Robert Darnton written?,The Great Cat Massacre
P1,author,19810,single,Q4,What book has Varun Agarwal written?,How I Braved Anu Aunty and Co-Founded a Million Dollar Company
P1,author,19810,single,Q4,What book has John Henry Mackay written?,Die Anarchisten
P1,author,19810,single,Q4,What book has Anne Sexton written?,The Book of Folly
P1,author,19810,single,Q4,What book has Judith Viorst written?,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
P1,author,19810,single,Q4,What book has Joan D. Vinge written?,The Snow Queen (Vinge novel)
P1,author,19810,single,Q4,What book has Walter B. Gibson written?,The Golden Master
P1,author,19810,single,Q4,What book has Matthew Lewis (writer) written?,The Monk
P1,author,19810,single,Q4,What book has Boris Pasternak written?,Doctor Zhivago (novel)
P1,author,19810,single,Q4,What book has Devikumar Ramalingam written?,The Celestial Hunt
P1,author,19810,single,Q4,What book has Charles Williams (British writer) written?,Descent into Hell (novel)
P1,author,19810,single,Q4,What book has Ève Curie written?,Journey Among Warriors
P1,author,19810,single,Q4,What book has Vance Palmer written?,The Big Fellow (novel)
P1,author,19810,single,Q4,What book has P. L. Travers written?,Mary Poppins Opens the Door
P1,author,19810,single,Q4,What book has Ian McFarlane written?,Encyclopedia of Australian Rock and Pop
P1,author,19810,single,Q4,What book has P. Kesavadev written?,Odayil Ninnu
P1,author,19810,single,Q4,What book has Alain-Fournier written?,Le Grand Meaulnes
P1,author,19810,single,Q4,What book has Stephen Vincent Benét written?,The Devil and Daniel Webster
P1,author,19810,single,Q4,What book has Corrina Wycoff written?,O Street
P1,author,19810,single,Q4,What book has Gail Sheehy written?,Hillary's Choice
P1,author,19810,single,Q4,What book has George Mills (writer) written?,Meredith and Co.
P1,author,19810,single,Q4,What book has Natsuhiko Kyogoku written?,Summer of the Ubume
P1,author,19810,single,Q4,What book has Dennis Lee (author) written?,Alligator Pie
P1,author,19810,single,Q4,What book has George Douglas Brown written?,The House with the Green Shutters
P1,author,19810,single,Q4,What book has Adolfo Caminha written?,Bom-Crioulo
P1,author,19810,single,Q4,What book has Guram Dochanashvili written?,The First Garment
P1,author,19810,single,Q4,What book has W. H. Davies written?,The Autobiography of a Super-Tramp
P1,author,19810,single,Q4,What book has Jane C. Loudon written?,The Mummy!
P1,author,19810,single,Q4,What book has Jon Hunter Spence written?,Becoming Jane Austen
P1,author,19810,single,Q4,What book has Daniel Pinchbeck written?,Breaking Open the Head
P1,author,19810,single,Q4,What book has Jack Bickham written?,The Apple Dumpling Gang
P1,author,19810,single,Q4,What book has Philippe Panneton written?,Thirty Acres
P1,author,19810,single,Q4,What book has Gene Luen Yang written?,American Born Chinese
P1,author,19810,single,Q4,What book has Nicholas Goodrick-Clarke written?,The Occult Roots of Nazism
P1,author,19810,single,Q4,What book has James Alan McPherson written?,Elbow Room (short story collection)
P1,author,19810,single,Q4,What book has Ankur Betageri written?,Bhog and Other Stories
P1,author,19810,single,Q4,What book has David Small written?,Stitches (book)
P1,author,19810,single,Q4,What book has Michael O'Donoghue written?,The National Lampoon Encyclopedia of Humor
P1,author,19810,single,Q4,What book has Oğuz Atay written?,Tutunamayanlar
P1,author,19810,single,Q4,What book has Eric Rohmann written?,My Friend Rabbit
P1,author,19810,single,Q4,What book has Sahar Delijani written?,Children of the Jacaranda Tree
P1,author,19810,single,Q4,What book has Charles Webb (author) written?,The Graduate (novel)
P1,author,19810,single,Q4,What book has Nicholas Shaxson written?,Treasure Islands: Tax Havens and the Men who Stole the World
P1,author,19810,single,Q4,What book has Friedrich de la Motte Fouqué written?,Undine (novella)
P1,author,19810,single,Q4,What book has Lawrence Ritter written?,The Glory of Their Times
P1,author,19810,single,Q4,What book has William Goyen written?,The House of Breath
P1,author,19810,single,Q4,What book has Larry Doyle (writer) written?,"I Love You, Beth Cooper"
P1,author,19810,single,Q4,What book has Aluísio Azevedo written?,O Cortiço
P1,author,19810,single,Q4,What book has Apuleius written?,The Golden Ass
P1,author,19810,single,Q4,What book has Friedrich Hölderlin written?,Hyperion (Hölderlin novel)
P1,author,19810,single,Q4,What book has Patricia MacLachlan written?,"Sarah, Plain and Tall"
P1,author,19810,single,Q4,What book has Emmanuelle Arsan written?,Emmanuelle (novel)
P1,author,19810,single,Q4,What book has Marc Brown (author) written?,Arthur's Teacher Trouble
P1,author,19810,single,Q4,What book has Terry McMillan written?,The Interruption of Everything
P1,author,19810,single,Q4,What book has Rudy Wurlitzer written?,Nog (novel)
P1,author,19810,single,Q4,What book has Sebastian Junger written?,The Perfect Storm (book)
P1,author,19810,single,Q4,What book has Tabitha King written?,One on One (novel)
P1,author,19810,single,Q4,What book has Benjamin Constant written?,Adolphe
P1,author,19810,single,Q4,What book has Jason Bulmahn written?,Dungeonscape
P1,author,19810,single,Q4,What book has Devaki Nandan Khatri written?,Chandrakanta (novel)
P1,author,19810,single,Q4,What book has Toni Cade Bambara written?,The Salt Eaters
P1,author,19810,single,Q4,What book has Robert Chambers (publisher born 1802) written?,Vestiges of the Natural History of Creation
P1,author,19810,single,Q4,What book has Vazha-Pshavela written?,Host and Guest
P1,author,19810,single,Q4,What book has Aldo Leopold written?,A Sand County Almanac
P1,author,19810,single,Q4,What book has Jonathan Roberts (writer) written?,The Official Preppy Handbook
P1,author,19810,single,Q4,What book has Dakshinaranjan Mitra Majumder written?,Thakurmar Jhuli
P1,author,19810,single,Q4,What book has Nick Davies written?,Hack Attack: How the Truth Caught Up with Rupert Murdoch
P1,author,19810,single,Q4,What book has Jim Munroe written?,Everyone in Silico
P1,author,19810,single,Q4,What book has Varāhamihira written?,Brihat Jataka
P1,author,19810,single,Q4,What book has Comte de Lautréamont written?,Les Chants de Maldoror
P1,author,19810,single,Q4,What book has Virginia Lee Burton written?,The Little House
P1,author,19810,single,Q4,What book has Kenneth Grahame written?,The Wind in the Willows
P1,author,19810,single,Q4,What book has Clive James written?,Cultural Amnesia (book)
P1,author,19810,single,Q4,What book has Greg Behrendt written?,He's Just Not That Into You
P1,author,19810,single,Q4,What book has Oliver Goldsmith written?,The Vicar of Wakefield
P1,author,19810,single,Q4,What book has Wang Anyi written?,The Song of Everlasting Sorrow (novel)
P1,author,19810,single,Q4,What book has Tony Burgess (author) written?,Pontypool Changes Everything
P1,author,19810,single,Q4,What book has John Berryman written?,The Dream Songs
P1,author,19810,single,Q4,What book has Fernando Pessoa written?,35 Sonnets
P1,author,19810,single,Q4,What book has Derek Walcott written?,Omeros
P1,author,19810,single,Q4,What book has Andre Dubus written?,Dancing After Hours
P1,author,19810,single,Q4,What book has Nick Flynn written?,Another Bullshit Night in Suck City
P1,author,19810,single,Q4,What book has Terry L. Anderson written?,Enviro-Capitalists: Doing Good While Doing Well
P1,author,19810,single,Q4,What book has Tomson Highway written?,Kiss of the Fur Queen
P1,author,19810,single,Q4,What book has Anthony Shaffer (writer) written?,The Wicker Man (novel)
P1,author,19810,single,Q4,What book has Susanna Clarke written?,Jonathan Strange & Mr Norrell
P1,author,19810,single,Q4,What book has Carl Hancock Rux written?,Pagan Operetta
P1,author,19810,single,Q4,What book has Pietro di Donato written?,Christ in Concrete
P1,author,19810,single,Q4,What book has Owen Jones (writer) written?,The Establishment: And How They Get Away With It
P1,author,19810,single,Q4,What book has Augustin Barruel written?,Memoirs Illustrating the History of Jacobinism
P1,author,19810,single,Q4,What book has Arthur Morrison written?,A Child of the Jago
P1,author,19810,single,Q4,What book has Valery Larbaud written?,Fermina Márquez
P1,author,19810,single,Q4,What book has Donald E. Westlake written?,The Hunter (Stark novel)
P1,author,19810,single,Q4,What book has Janet Asimov written?,Mind Transfer (novel)
P1,author,19810,single,Q4,What book has Bali Rai written?,(un)arranged marriage
P1,author,19810,single,Q4,What book has Randa Jarrar written?,A Map of Home
P1,author,19810,single,Q4,What book has John Dos Passos written?,U.S.A. (trilogy)
P1,author,19810,single,Q4,What book has Shirley Hughes written?,Dogger (book)
P1,author,19810,single,Q4,What book has John Fante written?,Ask the Dust
P1,author,19810,single,Q4,What book has Robert Bly written?,Iron John: A Book About Men
P1,author,19810,single,Q4,What book has Kahlil Gibran written?,The Prophet (book)
P1,author,19810,single,Q4,What book has Toby Young written?,How to Lose Friends & Alienate People (memoir)
P1,author,19810,single,Q4,What book has Umera Ahmad written?,Pir-e-Kamil
P1,author,19810,single,Q4,What book has Perumbadavam Sreedharan written?,Oru Sankeerthanam Pole
P1,author,19810,single,Q4,What book has Charles Hamilton (writer) written?,Billy Bunter of Greyfriars School (novel)
P1,author,19810,single,Q4,What book has Louise Hay written?,You Can Heal Your Life
P1,author,19810,single,Q4,What book has William Godwin written?,Lives of the Necromancers
P1,author,19810,single,Q4,What book has Mary Antin written?,The Promised Land (autobiography)
P1,author,19810,single,Q4,What book has Toyoko Yamasaki written?,Shiroi Kyotō
P1,author,19810,single,Q4,What book has Prosper Mérimée written?,Carmen (novella)
P1,author,19810,single,Q4,What book has Maxim Gorky written?,The Mother (Gorky novel)
P1,author,19810,single,Q4,What book has Richard Chizmar written?,October Dreams
P1,author,19810,single,Q4,What book has Humayun Ahmed written?,Dwitiyo Manob
P1,author,19810,single,Q4,What book has Rachel Swirsky written?,The Lady Who Plucked Red Flowers beneath the Queen's Window
P1,author,19810,single,Q4,What book has Steve Coll written?,Ghost Wars
P1,author,19810,single,Q4,What book has Walter Pater written?,Marius the Epicurean
P1,author,19810,single,Q4,What book has Siegfried Sassoon written?,Memoirs of a Fox-Hunting Man
P1,author,19810,single,Q4,What book has Malcolm Lowry written?,Under the Volcano
P1,author,19810,single,Q4,What book has Richard Schickel written?,The Disney Version
P1,author,19810,single,Q4,What book has Ki Longfellow written?,The Secret Magdalene
P1,author,19810,single,Q4,What book has Daniel Pipes written?,"The Rushdie Affair: The Novel, the Ayatollah, and the West"
P1,author,19810,single,Q4,What book has Wallace Stevens written?,The Auroras of Autumn
P1,author,19810,single,Q4,What book has Todd Parr written?,The Family Book
P1,author,19810,single,Q4,What book has Cleolinda Jones written?,Movies in Fifteen Minutes  : Hollywood Blockbusters  1
P1,author,19810,single,Q4,"What book has Henry Louis Gates, Jr. written?",The Signifying Monkey
P1,author,19810,single,Q4,What book has Francine Pascal written?,The Ruling Class (novel)
P1,author,19810,single,Q4,What book has David Horowitz written?,The Professors: The 101 Most Dangerous Academics in America
P1,author,19810,single,Q4,What book has Frank Cottrell Boyce written?,Millions (novel)
P1,author,19810,single,Q4,What book has Kelly Link written?,Magic for Beginners (anthology)
P1,author,19810,single,Q4,What book has Neil Cross written?,Luther: The Calling
P1,author,19810,single,Q4,What book has Henry Beard written?,Bored of the Rings
P1,author,19810,single,Q4,What book has Grigol Robakidze written?,The Snake's Skin
P1,author,19810,single,Q4,What book has Plutarch written?,Moralia
P1,author,19810,single,Q4,What book has Doug Naylor written?,Last Human
P1,author,19810,single,Q4,What book has Helen Palmer Geisel written?,A Fish out of Water (book)
P1,author,19810,single,Q4,What book has Edmond Hamilton written?,The Haunted Stars
P1,author,19810,single,Q4,What book has Douglas Kenney written?,Bored of the Rings
P1,author,19810,single,Q4,What book has Balakumaran written?,Udayar (novel)
P1,author,19810,single,Q4,What book has Percy Bysshe Shelley written?,Zastrozzi
P1,author,19810,single,Q4,What book has William Carlos Williams written?,The Use of Force
P1,author,19810,single,Q4,What book has Alois Jirásek written?,Bratrstvo
P1,author,19810,single,Q4,What book has Feliks Konarski written?,Red Poppies on Monte Cassino
P1,author,19810,single,Q4,What book has Friedrich Schiller written?,The Ghost-Seer
P1,author,19810,single,Q4,What book has Richard Scarry written?,Best Word Book Ever
P1,author,19810,single,Q4,What book has John Keats written?,Ode to a Nightingale
P1,author,19810,single,Q4,What book has Gu Long written?,Juedai Shuangjiao
P1,author,19810,single,Q4,What book has Krishna Dharabasi written?,Radha (book)
P1,author,19810,single,Q4,What book has Sylvia Plath written?,The Bell Jar
P1,author,19810,single,Q4,What book has John O'Hara written?,Appointment in Samarra
P1,author,19810,single,Q4,What book has Andrew Motion written?,Silver (Andrew Motion novel)
P1,author,19810,single,Q4,What book has Giannina Braschi written?,Yo-Yo Boing!
P1,author,19810,single,Q4,What book has Mark Evanier written?,Kirby: King of Comics
P1,author,19810,single,Q4,What book has Samuel Taylor Coleridge written?,Biographia Literaria
P1,author,19810,single,Q4,What book has Carlo Collodi written?,The Adventures of Pinocchio
P1,author,19810,single,Q4,What book has Jean Shepherd written?,In God We Trust: All Others Pay Cash
P1,author,19810,single,Q4,What book has Dylan Thomas written?,Portrait of the Artist as a Young Dog
P1,author,19810,single,Q4,What book has Steven Emerson written?,American Jihad
P1,author,19810,single,Q4,What book has Allen Ginsberg written?,The Yage Letters
P1,author,19810,single,Q4,What book has O. Henry written?,The Four Million
P1,author,19810,single,Q4,What book has Evaline Ness written?,"Sam, Bangs and Moonshine"
P1,author,19810,single,Q4,What book has Mahasweta Devi written?,Hajar Churashir Maa
P1,author,19810,single,Q4,What book has Terence Feely written?,The Saint in Trouble
P1,author,19810,single,Q4,What book has Eduard Limonov written?,"It's Me, Eddie"
P1,author,19810,single,Q4,What book has W. B. Yeats written?,The Wanderings of Oisin
P1,author,19810,single,Q4,What book has George Bernard Shaw written?,The Black Girl in Search of God
P1,author,19810,single,Q4,What book has Pattie Mallette written?,Nowhere but Up
P1,author,19810,single,Q4,What book has Virgilio S. Almario written?,UP Diksiyonaryong Filipino
P1,author,19810,single,Q4,What book has Dennis Potter written?,Blackeyes
P1,author,19810,single,Q4,What book has Bertolt Brecht written?,Threepenny Novel
P1,author,19810,single,Q4,What book has Lysander Spooner written?,No Treason
P1,author,19810,single,Q4,What book has Tim Kring written?,Shift (novel)
P1,author,19810,single,Q4,What book has Anton Chekhov written?,The Lady with the Dog
P1,author,19810,single,Q4,What book has Emily Brontë written?,Wuthering Heights
P1,author,19810,single,Q4,What book has Guy de Maupassant written?,Bel Ami
P1,author,19810,single,Q4,What book has Ben Sherwood written?,The Death and Life of Charlie St. Cloud
P1,author,19810,single,Q4,What book has Russell T Davies written?,Damaged Goods (Davies novel)
P1,author,19810,few,Q1,What books have J. Meade Falkner written?,"Moonfleet, The Lost Stradivarius"
P1,author,19810,few,Q1,What books have Fannie Hurst written?,"Back Street (novel), Imitation of Life (novel)"
P1,author,19810,few,Q1,What books have T. Coraghessan Boyle written?,"The Women (novel), After the Plague, A Friend of the Earth, The Road to Wellville, Budding Prospects, Greasy Lake & Other Stories, When the Killing's Done, World's End (Boyle novel), Talk Talk (novel), The Tortilla Curtain, Water Music (novel), Riven Rock, The Inner Circle (novel), Drop City (novel), The Harder They Come (novel), East Is East (novel)"
P1,author,19810,few,Q1,What books have Mickey Spillane written?,"The Girl Hunters, The Big Kill, I, the Jury"
P1,author,19810,few,Q1,What books have Garci Rodríguez de Montalvo written?,"Las sergas de Esplandián, Amadis de Gaula"
P1,author,19810,few,Q1,What books have Barbara Ehrenreich written?,"Dancing in the Streets, Bait and Switch: The (Futile) Pursuit of the American Dream, Nickel and Dimed"
P1,author,19810,few,Q1,What books have Bernice Rubens written?,"The Elected Member, A Solitary Grief"
P1,author,19810,few,Q1,What books have Greg Egan written?,"Diaspora (novel), Schild's Ladder, An Unusual Angle, Zendegi, Teranesia, Quarantine (Greg Egan novel), Incandescence (novel), Permutation City"
P1,author,19810,few,Q1,What books have Nirad C. Chaudhuri written?,"The Autobiography of an Unknown Indian, The Continent of Circe, Thy Hand, Great Anarch!, Scholar Extraordinary"
P1,author,19810,few,Q1,What books have Frederick Buechner written?,"Godric (novel), Lion Country"
P1,author,19810,few,Q1,What books have James K. Morrow written?,"Only Begotten Daughter, The Last Witchfinder"
P1,author,19810,few,Q1,What books have James Wyatt (game designer) written?,"Oriental Adventures, Book of Exalted Deeds, Eberron Campaign Setting, Fiend Folio, Arms and Equipment Guide, Magic of Incarnum, Manual of the Planes, Deities & Demigods, Draconomicon, Defenders of the Faith (Dungeons & Dragons), Dungeon Master's Kit, Heroes of Horror, Player's Handbook"
P1,author,19810,few,Q1,What books have Rob Heinsoo written?,"Martial Power, Player's Handbook, Miniatures Handbook, Player's Handbook 2"
P1,author,19810,few,Q1,What books have Ann Granger written?,"Say It with Poison, Cold in the Earth"
P1,author,19810,few,Q1,What books have Gene Brewer written?,"K-PAX, K-PAX IV: A New Visitor from the Constellation Lyra"
P1,author,19810,few,Q1,What books have Halldór Laxness written?,"Independent People, The Atom Station"
P1,author,19810,few,Q1,What books have Walter Abish written?,"Alphabetical Africa, How German Is It"
P1,author,19810,few,Q1,What books have Alan Warner written?,"The Stars in the Bright Sky, Morvern Callar"
P1,author,19810,few,Q1,What books have Michael Breault written?,"The Book of Lairs, Ruins of Adventure"
P1,author,19810,few,Q1,What books have Nikolai Ostrovsky written?,"How the Steel Was Tempered, Born of the Storm"
P1,author,19810,few,Q1,What books have Taylor Caldwell written?,"Romance of Atlantis, Captains and the Kings, Dynasty of Death"
P1,author,19810,few,Q1,What books have Lesléa Newman written?,"Heather Has Two Mommies, Hachiko Waits, Fat Chance (Lesléa Newman novel)"
P1,author,19810,few,Q1,What books have Lynne Truss written?,"Going Loco, Eats, Shoots & Leaves"
P1,author,19810,few,Q1,What books have Nicola Griffith written?,"Slow River, Hild (novel), Ammonite (novel)"
P1,author,19810,few,Q1,What books have Edwin O'Connor written?,"The Last Hurrah, The Edge of Sadness"
P1,author,19810,few,Q1,What books have Janet Lunn written?,"The Hollow Tree, The Root Cellar"
P1,author,19810,few,Q1,What books have Charles G. Finney written?,"The Magician Out of Manchuria, The Circus of Dr. Lao"
P1,author,19810,few,Q1,What books have John Steakley written?,"Armor (novel), Vampire$"
P1,author,19810,few,Q1,What books have Alain de Botton written?,"Status Anxiety, Religion for Atheists"
P1,author,19810,few,Q1,What books have Bill Slavicsek written?,"Eberron Campaign Setting, Dungeon Survival Guide, The Complete Book of Humanoids, Dark Sun Campaign Setting, Expanded and Revised"
P1,author,19810,few,Q1,What books have Amin Maalouf written?,"Balthasar's Odyssey, The First Century after Beatrice, Ports of Call (Maalouf novel), Leo Africanus (novel), The Crusades Through Arab Eyes, Samarkand (novel), The Gardens of Light, The Rock of Tanios"
P1,author,19810,few,Q1,What books have Bolesław Prus written?,"The Doll (novel), Pharaoh (novel)"
P1,author,19810,few,Q1,What books have Lynne Ewing written?,"Sons of the Dark, Sisters of Isis, Daughters of the Moon"
P1,author,19810,few,Q1,What books have Annette Curtis Klause written?,"Blood and Chocolate (novel), Freaks: Alive on the Inside, The Silver Kiss"
P1,author,19810,few,Q1,What books have Craig Thomas (author) written?,"Rat Trap (novel), Firefox (novel), Winter Hawk"
P1,author,19810,few,Q1,What books have Vivian Vande Velde written?,"Heir Apparent (novel), Dragon's Bait"
P1,author,19810,few,Q1,What books have Mark Dunn written?,"Ella Minnow Pea, Ibid: A Life, Welcome to Higby"
P1,author,19810,few,Q1,What books have Amélie Nothomb written?,"The Stranger Next Door, Tokyo Fiancée, Sulphuric Acid (novel), Loving Sabotage, The Winter Journey (novel), The Character of Rain, Hygiene and the Assassin, The Prince's Act, Fear and Trembling (novel), The Book of Proper Names, The Enemy's Cosmetique"
P1,author,19810,few,Q1,What books have David Fisher (writer) written?,"The Creature from the Pit  Doctor Who and the Creature from the Pit  1, The Leisure Hive  Doctor Who and the Leisure Hive  1"
P1,author,19810,few,Q1,What books have Janusz Zajdel written?,"Limes inferior, Van Troff's Cylinder"
P1,author,19810,few,Q1,What books have Penelope Lively written?,"Moon Tiger, City of the Mind, The Voyage of QV66, The Ghost of Thomas Kempe, According to Mark"
P1,author,19810,few,Q1,What books have David Guterson written?,"Snow Falling on Cedars, East of the Mountains"
P1,author,19810,few,Q1,What books have Sarah Dessen written?,"Dreamland (Dessen novel), Someone like You (novel), Lock and Key, Along for the Ride (novel), The Truth About Forever, Keeping the Moon, That Summer (Dessen novel)"
P1,author,19810,few,Q1,What books have E. V. Gordon written?,"An Introduction to Old Norse, Songs for the Philologists"
P1,author,19810,few,Q1,What books have Timothy Mo written?,"The Monkey King (novel), Sour Sweet, The Redundancy of Courage"
P1,author,19810,few,Q1,What books have Qiu Xiaolong written?,"Years of Red Dust, A Loyal Character Dancer"
P1,author,19810,few,Q1,What books have Robin Moore written?,"Khaki Mafia, The French Connection (book), The Green Berets (book)"
P1,author,19810,few,Q1,What books have Jacquelyn Mitchard written?,"The Deep End of the Ocean, A Theory of Relativity"
P1,author,19810,few,Q1,What books have Sue Monk Kidd written?,"The Secret Life of Bees, The Mermaid Chair"
P1,author,19810,few,Q1,What books have Karen Hesse written?,"Letters from Rifka, Witness (novel), Out of the Dust, The Music of Dolphins"
P1,author,19810,few,Q1,What books have Joshua Harris (pastor) written?,"I Kissed Dating Goodbye, Boy Meets Girl: Say Hello to Courtship"
P1,author,19810,few,Q1,What books have Dale Brown written?,"Day of the Cheetah, Air Battle Force, Fatal Terrain, Flight of the Old Dog"
P1,author,19810,few,Q1,What books have Todd Strasser written?,"Help! I'm Trapped in my Teacher's Body, The Wave (novel), Star Wars Episode I Journal: Anakin Skywalker"
P1,author,19810,few,Q1,What books have William Horwood (novelist) written?,"Skallagrigg, Duncton Wood, The Willows at Christmas"
P1,author,19810,few,Q1,What books have Larry Kramer written?,"Reports from the Holocaust: The Story of an AIDS Activist, The Tragedy of Today's Gays, Faggots (novel)"
P1,author,19810,few,Q1,What books have Judith Rossner written?,"August (Rossner novel), Looking for Mr. Goodbar"
P1,author,19810,few,Q1,What books have Jamaica Kincaid written?,"Mr. Potter (novel), At the Bottom of the River, Lucy (novel), Annie John"
P1,author,19810,few,Q1,What books have Derek Humphry written?,"Jean's Way, Final Exit"
P1,author,19810,few,Q1,What books have Michael Gow written?,"Away (play), All Stops Out"
P1,author,19810,few,Q1,What books have Rachel Field written?,"Calico Bush (novel), Hitty, Her First Hundred Years, Prayer for a Child"
P1,author,19810,few,Q1,What books have Marguerite de Angeli written?,"The Door in the Wall, Yonie Wondernose, Black Fox of Lorne"
