pattern_id,predicate,sup,card_class,pr_quartile,question,answer
P2,director,8321,single,Q3,What television show did Joshua Mintz direct?,Tu volverás (telenovela)
P2,director,8321,single,Q3,What television show did Charlie Hanson direct?,Pompidou (TV series)
P2,director,8321,single,Q3,What television show did Charles Herman-Wurmfeld direct?,The Facts of Life Reunion
P2,director,8321,single,Q3,What television show did Don Amendolia direct?,Harry and the Hendersons (TV series)
P2,director,8321,single,Q3,What television show did Martin Davidson direct?,Long Gone (film)
P2,director,8321,single,Q3,What television show did Shyam Ramsay direct?,Neeli Aankhen
P2,director,8321,single,Q3,What television show did Billy Tang direct?,The Legend of Lu Xiaofeng (film series)
P2,director,8321,single,Q3,What television show did Mark Griffiths direct?,Our House (2006 film)
P2,director,8321,single,Q3,What television show did Maurice Noble direct?,Bugs Bunny's Howl-oween Special
P2,director,8321,single,Q3,What television show did Don Ameche direct?,Julia (TV series)
P2,director,8321,single,Q3,What television show did Irvin Kershner direct?,Cain's Hundred
P2,director,8321,single,Q3,What television show did Jon Stone direct?,Monsterpiece Theater
P2,director,8321,single,Q3,What television show did Jorge Furtado direct?,Doce de Mãe
P2,director,8321,single,Q3,What television show did Wolfgang Petersen direct?,Reifezeugnis
P2,director,8321,single,Q3,What television show did Ilyas Kashmiri direct?,Mol (TV series)
P2,director,8321,single,Q3,What television show did Giacomo Battiato direct?,Karol: A Man Who Became Pope
P2,director,8321,single,Q3,What television show did Alan Landsburg direct?,Black Water Gold
P2,director,8321,single,Q3,What television show did Perry Lafferty direct?,Suspicion (TV series)
P2,director,8321,single,Q3,What television show did Stefan Roos direct?,Tjuvarnas jul
P2,director,8321,single,Q3,What television show did Howard Duff direct?,Camp Runamuck
P2,director,8321,single,Q3,What television show did Ravi Chopra direct?,Mahabharat (1988 TV series)
P2,director,8321,single,Q3,What television show did Greer Shephard direct?,Trust Me (TV series)
P2,director,8321,single,Q3,What television show did Ted Lange direct?,The New Gidget
P2,director,8321,single,Q3,What television show did Amanda Brotchie direct?,Lowdown (TV series)
P2,director,8321,single,Q3,What television show did Doug Lefler direct?,Spy Game (TV series)
P2,director,8321,single,Q3,What television show did Ted Kotcheff direct?,Espionage (TV series)
P2,director,8321,single,Q3,What television show did Nelson George direct?,Life Support (film)
P2,director,8321,single,Q3,What television show did Bob Koherr direct?,Wanda at Large
P2,director,8321,single,Q3,What television show did Samantha Morton direct?,The Unloved
P2,director,8321,single,Q3,What television show did Paul Sills direct?,NET Playhouse
P2,director,8321,single,Q3,What television show did Shivahari Poudel direct?,Jire Khursani
P2,director,8321,single,Q3,What television show did Jeetu Nepal direct?,Jire Khursani
P2,director,8321,single,Q3,What television show did Lima Duarte direct?,Beto Rockfeller
P2,director,8321,single,Q3,What television show did Branko Đurić direct?,Teater Paradižnik
P2,director,8321,single,Q3,What television show did Nicola Pecorini direct?,Tracey Takes On...
P2,director,8321,single,Q3,What television show did Darrell Roodt direct?,Dracula 3000
P2,director,8321,single,Q3,What television show did Bhushan Patel direct?,Ek Tha Raja Ek Thi Rani
P2,director,8321,single,Q3,What television show did Richard Quine direct?,McCoy (TV series)
P2,director,8321,single,Q3,What television show did Katsuhito Akiyama direct?,ThunderCats (1985 TV series)
P2,director,8321,single,Q3,What television show did Lewis R. Foster direct?,Tales of Wells Fargo
P2,director,8321,single,Q3,What television show did Felix Herngren direct?,Solsidan (TV series)
P2,director,8321,single,Q3,What television show did Craig Cash direct?,The Café (TV series)
P2,director,8321,single,Q3,What television show did Jon M. Chu direct?,The Legion of Extraordinary Dancers
P2,director,8321,single,Q3,What television show did Jonas Pate direct?,Battlestar Galactica: Blood & Chrome
P2,director,8321,single,Q3,What television show did Stephen J. Anderson direct?,Itsy Bitsy Spider (TV series)
P2,director,8321,single,Q3,What television show did José Wilker direct?,Sai de Baixo
P2,director,8321,single,Q3,What television show did Kit Hood direct?,School's Out (1992 film)
P2,director,8321,single,Q3,What television show did Jalal Agha direct?,Kahkashan
P2,director,8321,single,Q3,What television show did Kevin Schmidt direct?,Poor Paul
P2,director,8321,single,Q3,What television show did Julio Bracho direct?,La herencia
P2,director,8321,single,Q3,What television show did Jeff Corey direct?,The Sixth Sense (TV series)
P2,director,8321,single,Q3,What television show did Donald O'Connor direct?,The Donald O'Connor Show
P2,director,8321,single,Q3,What television show did Val Guest direct?,Space: 1999
P2,director,8321,single,Q3,What television show did Denver Pyle direct?,Dirty Sally
P2,director,8321,single,Q3,What television show did Louis Malle direct?,Phantom India
P2,director,8321,single,Q3,What television show did Freddie Wong direct?,Video Game High School
P2,director,8321,single,Q3,What television show did Murray Golden direct?,The New Perry Mason
P2,director,8321,single,Q3,What television show did Tamra Davis direct?,Viva Laughlin
P2,director,8321,single,Q3,What television show did Michael Caton-Jones direct?,World Without End (miniseries)
P2,director,8321,single,Q3,What television show did Beppe Wolgers direct?,Långtradarchaufförens berättelser
P2,director,8321,single,Q3,What television show did Melissa Jo Peltier direct?,The History of Sex
P2,director,8321,single,Q3,What television show did Kenneth Fink direct?,Golden Years (miniseries)
P2,director,8321,single,Q3,What television show did Dominik Moll direct?,The Tunnel (TV series)
P2,director,8321,single,Q3,What television show did Chris Tallman direct?,Time Belt
P2,director,8321,single,Q3,What television show did Lorraine Senna direct?,Second Noah
P2,director,8321,single,Q3,What television show did Pierre Gill direct?,The Last Casino
P2,director,8321,single,Q3,What television show did Alan Hume direct?,The Hunchback of Notre Dame (1982 film)
P2,director,8321,single,Q3,What television show did Craig Brewer direct?,$5 Cover
P2,director,8321,single,Q3,What television show did Stuart Heisler direct?,The Roaring 20's (TV series)
P2,director,8321,single,Q3,What television show did Steve McQueen (director) direct?,Codes of Conduct
P2,director,8321,single,Q3,What television show did Peter Mullan direct?,Cardiac Arrest (TV series)
P2,director,8321,single,Q3,What television show did P. J. Hogan direct?,Dark Shadows (2004 TV pilot)
P2,director,8321,single,Q3,What television show did Vanessa A. Williams direct?,Dense (film)
P2,director,8321,single,Q3,What television show did Alfonso Ribeiro direct?,Meet the Browns (TV series)
P2,director,8321,single,Q3,What television show did Brian Gibson (director) direct?,Where Adam Stood
P2,director,8321,single,Q3,What television show did Édouard Molinaro direct?,Le Tiroir secret
P2,director,8321,single,Q3,What television show did Bill Tytla direct?,The Lone Ranger (animated TV series)
P2,director,8321,single,Q3,What television show did Charles Grosvenor direct?,The Pink Panther (1993 TV series)
P2,director,8321,single,Q3,What television show did Matt Earl Beesley direct?,Viva Laughlin
P2,director,8321,single,Q3,What television show did Angus Wright (producer) direct?,How (TV series)
P2,director,8321,single,Q3,What television show did David Cunliffe (producer and director) direct?,The Lotus Eaters (TV series)
P2,director,8321,single,Q3,What television show did Norman Felton direct?,Robert Montgomery Presents
P2,director,8321,single,Q3,What television show did Conrad Vernon direct?,Itsy Bitsy Spider (TV series)
P2,director,8321,single,Q3,What television show did Rauf Khalid direct?,Laag (TV series)
P2,director,8321,single,Q3,What television show did Sridhar Rangayan direct?,Isse Kehte Hai Golmaal Ghar
P2,director,8321,single,Q3,What television show did Barry Morgan (musician) direct?,Truth in Motion
P2,director,8321,single,Q3,What television show did Bruno Barreto direct?,The Heart of Justice
P2,director,8321,single,Q3,What television show did Patricia Rozema direct?,Michael: Tuesdays and Thursdays
P2,director,8321,single,Q3,What television show did J. Lee Thompson direct?,Code Red (TV series)
P2,director,8321,single,Q3,What television show did Fernando Lamas direct?,Run for Your Life (TV series)
P2,director,8321,single,Q3,What television show did Louis King direct?,The Adventures of Wild Bill Hickok
P2,director,8321,single,Q3,What television show did Mark L. Taylor direct?,Den Brother
P2,director,8321,single,Q3,What television show did David Caesar direct?,"Bad Cop, Bad Cop"
P2,director,8321,single,Q3,What television show did John Glen (director) direct?,Space Precinct
P2,director,8321,single,Q3,What television show did Ken Topolsky direct?,First Years
P2,director,8321,single,Q3,What television show did Carla Garapedian direct?,Forbidden Iran
P2,director,8321,single,Q3,What television show did Nicholas J. Corea direct?,The Incredible Hulk Returns
P2,director,8321,single,Q3,What television show did Rachel Perkins direct?,Redfern Now
P2,director,8321,single,Q3,What television show did John Harrison (director) direct?,Frank Herbert's Dune
P2,director,8321,single,Q3,What television show did David Soren (animator) direct?,Merry Madagascar
P2,director,8321,single,Q3,What television show did Stephen Cragg direct?,The American Embassy
P2,director,8321,single,Q3,What television show did Nilesh Sable direct?,Chala Hawa Yeu Dya
P2,director,8321,single,Q3,What television show did Rob Marshall direct?,Annie (1999 film)
P2,director,8321,single,Q3,What television show did Pernilla August direct?,The Legacy (TV series)
P2,director,8321,single,Q3,What television show did Peyton Reed direct?,The Love Bug (1997 film)
P2,director,8321,single,Q3,What television show did Phill Lewis direct?,The Millers
P2,director,8321,single,Q3,What television show did George Bowers (filmmaker) direct?,Vegetable Soup (TV series)
P2,director,8321,single,Q3,What television show did Clark Mathis direct?,Bereft (film)
P2,director,8321,single,Q3,What television show did Curtis Hanson direct?,Too Big to Fail (film)
P2,director,8321,single,Q3,What television show did Illeana Douglas direct?,Easy to Assemble
P2,director,8321,single,Q3,What television show did Clark Duke direct?,Clark and Michael
P2,director,8321,single,Q3,What television show did Michael Sinterniklaas direct?,Huntik: Secrets & Seekers
P2,director,8321,single,Q3,What television show did Busby Berkeley direct?,Big Town
P2,director,8321,single,Q3,What television show did Sanaa Hamri direct?,Lovestruck: The Musical
P2,director,8321,single,Q3,What television show did Robert H. Gardner direct?,Rome: Rise and fall of an empire
P2,director,8321,single,Q3,What television show did Tim Johnson (film director) direct?,Kung Fu Panda Holiday
P2,director,8321,single,Q3,What television show did Peter Noah direct?,Down the Shore
P2,director,8321,single,Q3,What television show did Richard Lester direct?,Saber of London
P2,director,8321,single,Q3,What television show did Bernie Kukoff direct?,Detective School
P2,director,8321,single,Q3,What television show did Stefan Schwartz direct?,Jo (TV series)
P2,director,8321,single,Q3,What television show did Alison Snowden direct?,Ricky Sprocket: Showbiz Boy
P2,director,8321,single,Q3,What television show did Sharmeen Obaid-Chinoy direct?,Aghaz-e-safar
P2,director,8321,single,Q3,What television show did Damian Lee direct?,King of Sorrow (film)
P2,director,8321,single,Q3,What television show did Yashpal Sharma (actor) direct?,Sivanum Naanum
P2,director,8321,single,Q3,What television show did Aziz Mirza direct?,Circus (TV series)
P2,director,8321,single,Q3,What television show did Sam Dunn direct?,Metal Evolution
P2,director,8321,single,Q3,What television show did Julio Jimenez (writer) direct?,La viuda de Blanco
P2,director,8321,single,Q3,What television show did Adam Dubin direct?,Stark Raving Black
P2,director,8321,single,Q3,What television show did Susanne Bier direct?,The Night Manager (miniseries)
P2,director,8321,single,Q3,What television show did Gregory Austin McConnell direct?,LG15: Outbreak
P2,director,8321,single,Q3,What television show did Mario O'Hara direct?,Sa Ngalan ng Ina
P2,director,8321,single,Q3,What television show did V. K. Prakash direct?,Phir Kabhi
P2,director,8321,single,Q3,What television show did Craig Busch direct?,The Lion Man
P2,director,8321,single,Q3,What television show did Barry Kemp (TV producer) direct?,A Minute with Stan Hooper
P2,director,8321,single,Q3,What television show did Craig Bartlett direct?,Dinosaur Train
P2,director,8321,single,Q3,What television show did Shane Van Dyke direct?,Paranormal Entity
P2,director,8321,single,Q3,What television show did Bhusan Dahal direct?,Hamro Team
P2,director,8321,single,Q3,What television show did Daniel Percival direct?,Smallpox 2002
P2,director,8321,single,Q3,What television show did John Schlesinger direct?,An Englishman Abroad
P2,director,8321,single,Q3,What television show did Ted Kenney direct?,Britney Spears Live: The Femme Fatale Tour
P2,director,8321,single,Q3,What television show did Nelson Shin direct?,Toad Patrol
P2,director,8321,single,Q3,What television show did John Schultz (director) direct?,Further Adventures in Babysitting
P2,director,8321,single,Q3,What television show did King Vidor direct?,Light's Diamond Jubilee
P2,director,8321,single,Q3,What television show did Scott Zakarin direct?,Soup of the Day
P2,director,8321,single,Q3,What television show did Michael Anderson (director) direct?,The Martian Chronicles (miniseries)
P2,director,8321,single,Q3,What television show did Rick Famuyiwa direct?,Confirmation (film)
P2,director,8321,single,Q3,What television show did Michael Gordon (film director) direct?,Decoy (TV series)
P2,director,8321,single,Q3,What television show did Tomás Yankelevich direct?,Supertorpe
P2,director,8321,single,Q3,What television show did Cesar Montano direct?,Larawan: A Special Drama Engagement
P2,director,8321,single,Q3,What television show did Stefan Brogren direct?,The L.A. Complex
P2,director,8321,single,Q3,What television show did Hasse Ekman direct?,Niklasons
P2,director,8321,single,Q3,What television show did Zal Batmanglij direct?,The OA
P2,director,8321,single,Q3,What television show did Danish Nawaz direct?,Extras: The Mango People
P2,director,8321,single,Q3,What television show did Mark Gravas direct?,Casper's Scare School
P2,director,8321,single,Q3,What television show did Paolo Sorrentino direct?,The Young Pope
P2,director,8321,single,Q3,What television show did Bertram van Munster direct?,Take the Money and Run (TV series)
P2,director,8321,single,Q3,What television show did Frank Valentini direct?,What If... (web series)
P2,director,8321,single,Q3,What television show did Abhinay Deo direct?,24 (Indian TV series)
P2,director,8321,single,Q3,What television show did Antara Kak direct?,Mano Ya Na Mano
P2,director,8321,single,Q3,What television show did Magnus Carlsson (illustrator) direct?,Robin (TV series)
P2,director,8321,single,Q3,What television show did Pierre Coffin direct?,Pat & Stan
P2,director,8321,single,Q3,What television show did Kim Fields direct?,Meet the Browns (TV series)
P2,director,8321,single,Q3,What television show did Anthony Hickox direct?,Full Eclipse
P2,director,8321,single,Q3,What television show did Michael Patrick Jann direct?,Little Britain USA
P2,director,8321,single,Q3,What television show did Wash West direct?,Gay Republicans (film)
P2,director,8321,single,Q3,What television show did Art Babbitt direct?,The Lone Ranger (animated TV series)
P2,director,8321,single,Q3,What television show did Joseph M. Newman direct?,The Great Adventure (TV series)
P2,director,8321,single,Q3,What television show did Bob Boyle (animator) direct?,Wubbzy's Big Movie!
P2,director,8321,single,Q4,What television show did William A. Wellman direct?,Light's Diamond Jubilee
P2,director,8321,single,Q4,What television show did Paul Bradshaw (television) direct?,Nuremberg: Nazis on Trial
P2,director,8321,single,Q4,What television show did Robert Cummings direct?,The Bob Cummings Show
P2,director,8321,single,Q4,What television show did Gavin O'Connor (director) direct?,Clubhouse (TV series)
P2,director,8321,single,Q4,What television show did Richard Rich (director) direct?,Animated Stories from the Bible
P2,director,8321,single,Q4,What television show did Chris Langham direct?,Posh Nosh
P2,director,8321,single,Q4,What television show did Baltasar Kormákur direct?,The Missionary (2013 film)
P2,director,8321,single,Q4,What television show did Lawrence Trilling direct?,Hidden Hills
P2,director,8321,single,Q4,What television show did Lawrence Hilton-Jacobs direct?,L.A. Heat (TV series)
P2,director,8321,single,Q4,What television show did James Gilbert (producer) direct?,Last of the Summer Wine
P2,director,8321,single,Q4,What television show did Richard Martin (director) direct?,Young Blades
P2,director,8321,single,Q4,What television show did Mackenzie Crook direct?,Detectorists
P2,director,8321,single,Q4,What television show did Michael Fresco direct?,Cop Rock
P2,director,8321,single,Q4,What television show did Brian Keith direct?,Crusader (TV series)
P2,director,8321,single,Q4,What television show did Ashley Judd direct?,Call Me Crazy: A Five Film
P2,director,8321,single,Q4,What television show did Kathy Burke direct?,Horne & Corden
P2,director,8321,single,Q4,What television show did Abraham Polonsky direct?,Seaway (TV series)
P2,director,8321,single,Q4,What television show did Peter O'Fallon direct?,That Was Then
P2,director,8321,single,Q4,What television show did Raymond Thompson direct?,Atlantis High
P2,director,8321,single,Q4,What television show did Gul Khan (producer) direct?,Humsafars
P2,director,8321,single,Q4,What television show did Les Stroud direct?,Survivorman
P2,director,8321,single,Q4,What television show did Edward Montagne direct?,Man Against Crime
P2,director,8321,single,Q4,What television show did Samina Ahmad direct?,One Way Ticket (2012 sitcom)
P2,director,8321,single,Q4,What television show did David Leland direct?,Band of Brothers (miniseries)
P2,director,8321,single,Q4,What television show did James Naughton direct?,Our Town (2003 film)
P2,director,8321,single,Q4,What television show did Terry George direct?,A Bright Shining Lie (film)
P2,director,8321,single,Q4,What television show did Rachel Griffiths direct?,Nowhere Boys
P2,director,8321,single,Q4,What television show did Martin Ritt direct?,Somerset Maugham TV Theatre
P2,director,8321,single,Q4,What television show did Shinji Aoyama direct?,Mike Yokohama: A Forest with No Name
P2,director,8321,single,Q4,What television show did Sandy Kenyon direct?,One Day at a Time
P2,director,8321,single,Q4,What television show did Julie Anne Robinson direct?,Coming Down the Mountain
P2,director,8321,single,Q4,What television show did Martin Clunes direct?,Hunting Venus
P2,director,8321,single,Q4,What television show did Brian Dennehy direct?,Shadow of a Doubt (1995 film)
P2,director,8321,single,Q4,What television show did Mark McKinney direct?,Less Than Kind
P2,director,8321,single,Q4,What television show did Marc Sinden direct?,Great West End Theatres
P2,director,8321,single,Q4,What television show did Reynaldo Villalobos direct?,Unsub (TV series)
P2,director,8321,single,Q4,What television show did Guillem Morales direct?,Inside No. 9
P2,director,8321,single,Q4,What television show did Sonia Furió direct?,El vagabundo
P2,director,8321,single,Q4,What television show did Mary Kay Place direct?,The Minor Accomplishments of Jackie Woodman
P2,director,8321,single,Q4,What television show did Munroe Scott direct?,One Canadian: The Political Memoirs of the Rt. Hon. John G. Diefenbaker
P2,director,8321,single,Q4,What television show did John D. Hancock direct?,Cover Up (TV series)
P2,director,8321,single,Q4,What television show did Tim Reid direct?,Bobobobs
P2,director,8321,single,Q4,What television show did Cherie Nowlan direct?,Underbelly Files: The Man Who Got Away
P2,director,8321,single,Q4,What television show did Allan Eastman direct?,Night Man
P2,director,8321,single,Q4,What television show did Angela Robinson direct?,Girltrash!
P2,director,8321,single,Q4,What television show did Elodie Keene direct?,Spy Game (TV series)
P2,director,8321,single,Q4,What television show did Richard Hunt (puppeteer) direct?,Fraggle Rock
P2,director,8321,single,Q4,What television show did Norberto Barba direct?,Apollo 11 (film)
P2,director,8321,single,Q4,What television show did Joanne Woodward direct?,American Playhouse
P2,director,8321,single,Q4,What television show did Ben Tulfo direct?,Bitag
P2,director,8321,single,Q4,What television show did Martin Gero direct?,The L.A. Complex
P2,director,8321,single,Q4,What television show did David Hewlett direct?,Rage of the Yeti
P2,director,8321,single,Q4,What television show did Ricardo Blume direct?,El cielo es para todos
P2,director,8321,single,Q4,What television show did Caroline Aherne direct?,The Royle Family
P2,director,8321,single,Q4,What television show did Kwak Kyung-taek direct?,"Friend, Our Legend"
P2,director,8321,single,Q4,What television show did Victor Fresco direct?,Almost Perfect
P2,director,8321,single,Q4,What television show did James Keach direct?,Enslavement: The True Story of Fanny Kemble
P2,director,8321,single,Q4,What television show did Akbar Khan (director) direct?,The Sword of Tipu Sultan
P2,director,8321,single,Q4,What television show did Dirk Maggs direct?,Superman On Trial
P2,director,8321,single,Q4,What television show did Sandra Goldbacher direct?,Ballet Shoes (film)
P2,director,8321,single,Q4,What television show did Samuel Fuller direct?,The Iron Horse (TV series)
P2,director,8321,single,Q4,What television show did Ricky Schroder direct?,Hellhounds (film)
P2,director,8321,single,Q4,What television show did William G. Stewart direct?,"Father, Dear Father"
P2,director,8321,single,Q4,What television show did David Soul direct?,Crime Story (TV series)
P2,director,8321,single,Q4,What television show did Freddie Francis direct?,Star Maidens
P2,director,8321,single,Q4,What television show did Jay Baruchel direct?,Trailer Park Boys
P2,director,8321,single,Q4,What television show did Anita Sarkeesian direct?,Tropes vs. Women in Video Games
P2,director,8321,single,Q4,What television show did Mark Mylod direct?,"Bang, Bang, It's Reeves and Mortimer"
P2,director,8321,single,Q4,What television show did Paul McGuigan (filmmaker) direct?,Monroe (TV series)
P2,director,8321,single,Q4,What television show did Scott Paulin direct?,Orleans (TV series)
P2,director,8321,single,Q4,What television show did Mike Salisbury direct?,Life in the Undergrowth
P2,director,8321,single,Q4,What television show did Elliot Silverstein direct?,Suspicion (TV series)
P2,director,8321,single,Q4,What television show did Niret Alva direct?,Indian Idol
P2,director,8321,single,Q4,What television show did David Platt (director) direct?,Queens Supreme
P2,director,8321,single,Q4,What television show did Dugan Ashley direct?,CarniK Con
P2,director,8321,single,Q4,What television show did Aaron Augenblick direct?,Ugly Americans (TV series)
P2,director,8321,single,Q4,What television show did Susan Blu direct?,Vor-Tech: Undercover Conversion Squad
P2,director,8321,single,Q4,What television show did Peter Ellis (director) direct?,Top of the Hill
P2,director,8321,single,Q4,What television show did Greg Mottola direct?,Clear History
P2,director,8321,single,Q4,What television show did Zhu Zhiqiang direct?,Xiao Xiao
P2,director,8321,single,Q4,What television show did Tim Cahill (producer) direct?,My Gym Partner's a Monkey
P2,director,8321,single,Q4,What television show did Alan Arkin direct?,Fay (TV series)
P2,director,8321,single,Q4,What television show did Fred Schepisi direct?,Empire Falls (miniseries)
P2,director,8321,single,Q4,What television show did Peter Segal direct?,The Jackie Thomas Show
P2,director,8321,single,Q4,What television show did Will Vinton direct?,Meet the Raisins!
P2,director,8321,single,Q4,What television show did Irwin Allen direct?,Lost in Space
P2,director,8321,single,Q4,What television show did Clyde Geronimi direct?,The Dick Tracy Show
P2,director,8321,single,Q4,What television show did Badri (director) direct?,Adugiran Kannan
P2,director,8321,single,Q4,What television show did Caroline Thompson direct?,Snow White (2001 film)
P2,director,8321,single,Q4,What television show did Wesley Eure direct?,Spy TV
P2,director,8321,single,Q4,What television show did Spencer Rice direct?,Kenny vs. Spenny
P2,director,8321,single,Q4,What television show did Matt Thompson (animator) direct?,Frisky Dingo
P2,director,8321,single,Q4,What television show did Steve Gomer direct?,Clubhouse (TV series)
P2,director,8321,single,Q4,What television show did David Hemmings direct?,Hardball (1989 TV series)
P2,director,8321,single,Q4,What television show did Kevin Allen (actor) direct?,Benidorm (TV series)
P2,director,8321,single,Q4,What television show did Norman Taurog direct?,Light's Diamond Jubilee
P2,director,8321,single,Q4,What television show did Sidney J. Furie direct?,The Veteran (2006 film)
P2,director,8321,single,Q4,What television show did Jay Tarses direct?,Public Morals (1996 TV series)
P2,director,8321,single,Q4,What television show did Charles Bennett (screenwriter) direct?,The New Adventures of Charlie Chan
P2,director,8321,single,Q4,What television show did Scott Kraft direct?,The Fresh Beat Band
P2,director,8321,single,Q4,What television show did Anthony McPartlin direct?,Live Roulette
P2,director,8321,single,Q4,What television show did Trevor Nunn direct?,King Lear (2008 film)
P2,director,8321,single,Q4,What television show did Saurabh Shukla direct?,Little Mirchi Thoda Pepper
P2,director,8321,single,Q4,What television show did Robert Moloney direct?,Sparks (TV series)
P2,director,8321,single,Q4,What television show did Jeffrey Donovan direct?,Burn Notice: The Fall of Sam Axe
P2,director,8321,single,Q4,What television show did Tim Daly direct?,Bereft (film)
P2,director,8321,single,Q4,What television show did Tom Ray direct?,Garfield and Friends
P2,director,8321,single,Q4,What television show did Abhimanyu Singh direct?,Sankatmochan Mahabali Hanuman
P2,director,8321,single,Q4,What television show did Davis Guggenheim direct?,Wanted (TV series)
P2,director,8321,single,Q4,What television show did Simon Baker direct?,The Mentalist
P2,director,8321,single,Q4,What television show did John McNaughton direct?,Girls in Prison (1994 film)
P2,director,8321,single,Q4,What television show did Alan Young direct?,Mister Ed
P2,director,8321,single,Q4,What television show did Arthur Ornitz direct?,Make a Wish (TV series)
P2,director,8321,single,Q4,What television show did Paul Mazursky direct?,Coast to Coast (2003 film)
P2,director,8321,single,Q4,What television show did Dennis Dugan direct?,Shasta McNasty
P2,director,8321,single,Q4,What television show did Alan Tudyk direct?,Con Man (web series)
P2,director,8321,single,Q4,What television show did Ben Gazzara direct?,Run for Your Life (TV series)
P2,director,8321,single,Q4,What television show did John A. Davis direct?,Agatha Christie's Partners in Crime
P2,director,8321,single,Q4,What television show did Kunihiko Yuyama direct?,Pokémon: Mewtwo Returns
P2,director,8321,single,Q4,What television show did Vivek Agnihotri direct?,X-Zone (TV series)
P2,director,8321,single,Q4,What television show did Edward Zwick direct?,Special Bulletin
P2,director,8321,single,Q4,What television show did Jack Palance direct?,The Greatest Show on Earth (TV series)
P2,director,8321,single,Q4,What television show did Ken Warwick direct?,American Idol
P2,director,8321,single,Q4,What television show did Kevin Burns direct?,Empire of Dreams
P2,director,8321,single,Q4,What television show did Paul Sorvino direct?,That Championship Season (1999 film)
P2,director,8321,single,Q4,What television show did George Schlatter direct?,Cher (TV series)
P2,director,8321,single,Q4,"What television show did Charles Pratt, Jr. direct?",Pacific Palisades (TV series)
P2,director,8321,single,Q4,What television show did Doug Liman direct?,Heist (TV series)
P2,director,8321,single,Q4,What television show did Mikael Håfström direct?,Chock (TV series)
P2,director,8321,single,Q4,What television show did André de Toth direct?,The Westerner (TV series)
P2,director,8321,single,Q4,What television show did Kenji Kamiyama direct?,Ghost in the Shell: Stand Alone Complex - Solid State Society
P2,director,8321,single,Q4,What television show did Michael Jaffe direct?,A Nero Wolfe Mystery
P2,director,8321,single,Q4,What television show did Andrés Palacios direct?,Pasión morena
P2,director,8321,single,Q4,What television show did Jim McKay (director) direct?,Bosch (TV series)
P2,director,8321,single,Q4,What television show did Dario Argento direct?,Do You Like Hitchcock?
P2,director,8321,single,Q4,What television show did Daniel Minahan direct?,Marco Polo (TV series)
P2,director,8321,single,Q4,What television show did Peter Jones (actor) direct?,Arthur C. Clarke's Mysterious Universe
P2,director,8321,single,Q4,What television show did Derek Drymon direct?,Rocko's Modern Life
P2,director,8321,single,Q4,What television show did Rodrigo Gudiño direct?,Darknet (series)
P2,director,8321,single,Q4,What television show did Jane Kennedy (actress) direct?,Funky Squad
P2,director,8321,single,Q4,What television show did Gregory J. Bonann direct?,SAF3
P2,director,8321,single,Q4,What television show did Vin Di Bona direct?,America's Funniest Home Videos
P2,director,8321,single,Q4,What television show did Tony Ayres direct?,The Slap (TV series)
P2,director,8321,single,Q4,What television show did Kinji Fukasaku direct?,Shadow Warriors (TV series)
P2,director,8321,single,Q4,What television show did Patrick Watson (producer) direct?,Witness to Yesterday
P2,director,8321,single,Q4,What television show did Joe Hamilton (producer) direct?,Julie and Carol at Carnegie Hall
P2,director,8321,single,Q4,What television show did Tim Haines direct?,Walking with Dinosaurs
P2,director,8321,single,Q4,What television show did John Reardon direct?,The Adventures of Black Beauty
P2,director,8321,single,Q4,What television show did James Wong Howe direct?,Checkmate (TV series)
P2,director,8321,single,Q4,What television show did Gus Trikonis direct?,Unsub (TV series)
P2,director,8321,single,Q4,What television show did José Padilha direct?,Narcos
P2,director,8321,single,Q4,What television show did Sanjay Chhel direct?,Hum Sab Baraati
P2,director,8321,single,Q4,What television show did Manolo García direct?,Gotita de gente
P2,director,8321,single,Q4,What television show did D. J. Caruso direct?,The Strip (U.S. TV series)
P2,director,8321,single,Q4,What television show did Deborah Pratt direct?,Cora Unashamed
P2,director,8321,single,Q4,What television show did D. A. Pennebaker direct?,Assume the Position with Mr. Wuhl
P2,director,8321,single,Q4,"What television show did Robert Downey, Sr. direct?",Sticks and Bones (film)
P2,director,8321,single,Q4,What television show did Juan J. Campanella direct?,Vientos de agua
P2,director,8321,single,Q4,What television show did Tom Tykwer direct?,Sense8
P2,director,8321,single,Q4,What television show did Jeffrey Reiner direct?,Wonder Woman (2011 TV pilot)
P2,director,8321,single,Q4,What television show did Howard W. Koch direct?,Miami Undercover
P2,director,8321,single,Q4,What television show did Buzz Potamkin direct?,The Berenstain Bears (1985 TV series)
P2,director,8321,single,Q4,What television show did Anatole Litvak direct?,Producers' Showcase
P2,director,8321,single,Q4,What television show did Nigel Lythgoe direct?,American Idol
P2,director,8321,single,Q4,What television show did Adam Arkin direct?,The Booth at the End
P2,director,8321,single,Q4,What television show did Graham Yost direct?,The Pacific (miniseries)
P2,director,8321,single,Q4,What television show did Gina Prince-Bythewood direct?,Disappearing Acts
P2,director,8321,single,Q4,What television show did Kevin S. Bright direct?,DAG (TV series)
P2,director,8321,single,Q4,What television show did Michael Mayer (director) direct?,Alpha House
P2,director,8321,single,Q4,What television show did Gary Sinise direct?,Crime Story (TV series)
P2,director,8321,single,Q4,What television show did Ketan Mehta direct?,Time Bomb 9/11
P2,director,8321,single,Q4,What television show did John Drew Barrymore direct?,NBC Matinee Theater
